offer_id,customer_id,offer_type,accepted,date_offered
OFR52855940,15713853,savings_bonus,no,01 Dec 2024
OFR39093929,15781307,cashback,Y,01 Aug 2024
OFR50175053,15663252,savings_bonus,0,02 Dec 2023
OFR22747506,15633283,fee_waiver,No,2025-07-02
OFR19765550,15603065,savings_bonus,no,01 Jun 2024
OFR54063851,15642937,savings_bonus,true,2024-07-02
OFR37910935,15613786,CASHBACK,no,2024-04-02
OFR26883431,15679145,card_upgrade,no,02 Aug 2025
OFR19530766,15630053,card_upgrade,false,2025/07/02
OFR15113590,15612966,cashback,No,04/02/2024
OFR37401987,15624592,fee_waiver,no,2024/09/01
OFR44047883,15745844,fee_waiver,0,02-04-2024
OFR66586746,15622911,fee_waiver,false,01/31/2025
OFR91121457,15762238,savings_bonus,0,02-05-2024
OFR40511426,15742358,loan_rate_cut,no,2024-07-02
OFR66339059,15636624,card_upgrade,yes,06/02/2025
OFR72924634,15758685,savings_bonus,N,11/01/2023
OFR83647707,15774393,savings_bonus,N,2024/05/02
OFR83148226,15813034,savings_bonus,No,01-10-2024
OFR20144402,15776231,loan_rate_cut,0,01 Jan 2025
OFR15743552,15737888,savings_bonus,no,02 Mar 2024
OFR57258390,15730830,loan_rate_cut,yes,02 Jul 2024
OFR91849287,15633059,cashback,No,02-07-2025
OFR13712772,15683503,card_upgrade,no,2025/08/02
OFR21799782,15627801,fee_waiver,N,02 Jul 2025
OFR49565221,15600882,card_upgrade,,02/01/2024
OFR81377148,15659557,cashback,Yes,04/02/2024
OFR66408945,15751710,savings_bonus,no,31-01-2025
OFR12583860,15704770,card_upgrade,true,2025/05/02
OFR48246217,15599289,loan_rate_cut,0,02 Jul 2024
OFR99978879,15745417,card_upgrade,yes,2024-12-01
OFR83068312,15677305,cashback,0,02-04-2024
OFR54086759,15576256,loan_rate_cut,no,2024/08/01
OFR85406318,15795564,cashback,1,2023-12-02
OFR91814590,15578980,cashback,0,12/02/2023
OFR16523178,15720910,fee_waiver,no,02/01/2024
OFR25748005,15809663,fee_waiver,0,04/02/2024
OFR29389314,15684042,cashback,0,2024-05-02
OFR32382134,15697497,savings_bonus,Yes,01-09-2025
OFR44212016,15733247,cashback,yes,01 Oct 2025
OFR67591625,15613319,  cashback  ,N,02 Jul 2025
OFR68732859,15575185,  fee_waiver  ,N,2024-03-02
OFR51498948,15787174,fee_waiver,no,02 Jul 2024
OFR79466440,15688074,loan_rate_cut,true,01/01/2025
OFR27467330,15739803,savings_bonus,1,2024/08/01
OFR18892902,15805955,card_upgrade,No,2025-09-01
OFR38141850,15612087,  card_upgrade  ,true,02 Apr 2024
OFR14546772,15726931,  loan_rate_cut  ,0,2024-08-01
OFR78050872,15730076,fee_waiver,false,01 Nov 2023
OFR68453568,15769504,cashback,yes,01-02-2024
OFR56869354,15585595,cashback,1,31 Jan 2025
OFR20858980,15785542,fee_waiver,0,01-01-2024
OFR56725050,15585865,savings_bonus,No,01-10-2024
OFR83076510,15729362,cashback,no,02-07-2024
OFR88242563,15749851,  loan_rate_cut  ,N,02-07-2024
OFR50758314,15603134,  savings_bonus  ,0,02-12-2023
OFR53908344,15629448,cashback,0,2025/10/01
OFR11449337,15612966,fee_waiver,0,01-11-2024
OFR50825275,15721658,CARD_UPGRADE,1,09/01/2024
OFR58854437,15729599,cashback,,02-03-2025
OFR85838915,15695585,loan_rate_cut,0,2025/03/02
OFR37995744,15693814,cashback,N,2025-01-01
OFR33036857,15687946,savings_bonus,no,12/02/2023
OFR59919230,15786905,cashback,false,08/02/2025
OFR17735015,15655339,cashback,no,31-01-2025
OFR21238720,15641009,loan_rate_cut,1,02 Apr 2024
OFR53143260,15767954,cashback,yes,01/01/2025
OFR20956125,15625944,savings_bonus,0,01/01/2025
OFR73709959,15682757,fee_waiver,,11/01/2023
OFR32171701,15810432,card_upgrade,no,01 Feb 2024
OFR37910935,15613786,CASHBACK,no,2024-04-02
OFR86481026,15733797,cashback,no,2024-08-01
OFR22713593,15619360,loan_rate_cut,no,03/02/2025
OFR72992994,15787619,fee_waiver,false,2024-07-02
OFR83845534,15717225,cashback,0,2024/05/02
OFR96516790,15625759,cashback,yes,01 Sep 2024
OFR28223680,15756475,card_upgrade,0,01 Jun 2024
OFR23189214,15715142,savings_bonus,0,01 Nov 2023
OFR14662460,15794048,card_upgrade,false,02 Apr 2024
OFR14649135,15686611,fee_waiver,true,02 Dec 2023
OFR61617326,15794549,card_upgrade,false,01-09-2024
OFR41159300,15660155,fee_waiver,No,08/01/2024
OFR21464750,15642937,savings_bonus,No,2024-06-01
OFR31938782,15777892,fee_waiver,No,2024-01-01
OFR25741900,15775625,fee_waiver,Yes,01-09-2025
OFR27494831,15718369,loan_rate_cut,0,02-05-2024
OFR61114080,15803976,fee_waiver,false,11/01/2024
OFR47221113,15680920,cashback,no,2024-12-01
OFR62873075,15805112,fee_waiver,No,01-08-2024
OFR32481883,15779052,fee_waiver,no,2024/12/01
OFR21627519,15736879,loan_rate_cut,No,04/02/2025
OFR97746642,15803764,fee_waiver,Yes,2025/04/02
OFR21863999,15616550,cashback,0,06/01/2024
OFR54415591,15566111,loan_rate_cut,1,2024/11/01
OFR87259102,15794278,fee_waiver,false,02-06-2025
OFR20809956,15691625,fee_waiver,1,01 Sep 2025
OFR83097148,15625881,,N,2024/02/01
OFR57465979,15761986,savings_bonus,,02/01/2024
OFR90148438,15745621,loan_rate_cut,N,01 Dec 2024
OFR24170284,15702968,loan_rate_cut,No,2024/07/02
OFR98682809,15734886,CASHBACK,No,2024/06/01
OFR99232650,15803689,loan_rate_cut,0,02 May 2024
OFR35268960,15659098,card_upgrade,no,2025/01/01
OFR52975528,15724944,SAVINGS_BONUS,1,02 Apr 2024
OFR41184357,15800703,cashback,N,08/02/2025
OFR23886054,15592531,card_upgrade,Y,2024/06/01
OFR92841137,15675522,  cashback  ,No,01 Nov 2024
OFR28251140,15787470,  savings_bonus  ,true,07/02/2024
OFR47173576,15662100,fee_waiver,N,01-09-2024
OFR91228001,15709368,fee_waiver,N,01-12-2024
OFR17273316,15756804,cashback,0,02-05-2025
OFR59858300,15783501,CASHBACK,N,2025/10/01
OFR27165443,15677921,savings_bonus,No,02-07-2024
OFR85700804,15633064,savings_bonus,no,01 Nov 2023
OFR50582373,15586959,cashback,0,01 Feb 2024
OFR48745207,15775625,loan_rate_cut,1,02 May 2025
OFR93883388,15660429,loan_rate_cut,0,01/31/2025
OFR93864185,15660271,savings_bonus,no,2024/09/01
OFR85164478,15728669,card_upgrade,no,02-03-2025
OFR60670967,15736534,cashback,0,01 Nov 2024
OFR18139665,15693683,card_upgrade,no,2024/01/01
OFR19810943,15611759,savings_bonus,false,2024-12-01
OFR97012175,15576313,cashback,0,06/02/2025
OFR46904390,15583456,loan_rate_cut,1,2024/11/01
OFR22175373,15745324,card_upgrade,no,12/02/2023
OFR34666880,15773469,loan_rate_cut,false,2025/04/02
OFR78670307,15689614,cashback,false,2024/04/02
OFR56491435,15584766,card_upgrade,N,08/01/2024
OFR22572455,15785798,savings_bonus,Yes,12/01/2024
OFR88034442,15609286,fee_waiver,0,02 Jun 2025
OFR26279715,15783659,card_upgrade,false,01 Nov 2024
OFR10000078,15603925,loan_rate_cut,no,03/02/2024
OFR95769920,15752047,loan_rate_cut,0,09/01/2025
OFR90037165,15566292,loan_rate_cut,0,02-04-2024
OFR18675186,15736816,loan_rate_cut,N,2024-01-01
OFR31264081,15654700,  cashback  ,N,02 Apr 2025
OFR35901963,15743192,savings_bonus,0,2024-06-01
OFR87384561,15705707,loan_rate_cut,yes,05/02/2025
OFR48515139,15747542,savings_bonus,N,06/02/2025
OFR80244731,15624188,LOAN_RATE_CUT,yes,01 Oct 2024
OFR54529087,15790355,loan_rate_cut,true,02 Jun 2025
OFR73079290,15623595,card_upgrade,0,01 Aug 2024
OFR97008755,15649992,savings_bonus,no,2024/12/01
OFR53880408,15690673,cashback,false,2025-09-01
OFR12683021,15749851,loan_rate_cut,Y,01-02-2024
OFR70993264,15589475,cashback,no,02 Mar 2024
OFR63616704,15757811,fee_waiver,no,01-11-2023
OFR23824164,15740476,savings_bonus,0,2025/09/01
OFR41397458,15731744,fee_waiver,0,2024-05-02
OFR45854154,15591047,loan_rate_cut,no,2024/04/02
OFR86289981,15717046,cashback,No,02 May 2025
OFR36017522,15683562,fee_waiver,No,05/02/2024
OFR64725890,15692750,  fee_waiver  ,Y,02 Aug 2025
OFR49088512,15661507,card_upgrade,0,10/01/2024
OFR68809528,15630910,cashback,no,02 Mar 2025
OFR66846568,15706647,fee_waiver,Yes,02 Apr 2024
OFR48104915,15619955,FEE_WAIVER,true,08/01/2024
OFR49830616,15642291,card_upgrade,No,2025-01-31
OFR62044077,15782236,savings_bonus,N,02 Dec 2023
OFR90090909,15633537,cashback,0,03/02/2025
OFR58557652,15721658,fee_waiver,No,2024-11-01
OFR52906867,15697497,fee_waiver,0,02 Mar 2025
OFR32966785,15767432,fee_waiver,0,2024-05-02
OFR24491704,15732963,loan_rate_cut,N,2024-03-02
OFR94601710,15659366,CASHBACK,Y,01 Jan 2024
OFR24832972,15667871,loan_rate_cut,false,2025/05/02
OFR30853446,15716835,cashback,N,01-10-2024
OFR13595181,15568595,  loan_rate_cut  ,N,2025/10/01
OFR58207328,15686436,cashback,N,2024-01-01
OFR58496236,15781589,fee_waiver,yes,02 May 2025
OFR86202576,15675316,loan_rate_cut,No,02 Jul 2025
OFR59521571,15739438,savings_bonus,no,06/01/2024
OFR14382862,15794413,fee_waiver,0,08/02/2025
OFR26462421,15614049,card_upgrade,0,2024-03-02
OFR77811447,15586585,loan_rate_cut,0,2025/10/01
OFR35510144,15805449,fee_waiver,0,11/01/2024
OFR97771517,15790314,loan_rate_cut,0,2024/02/01
OFR86449179,15789669,loan_rate_cut,1,2025/10/01
OFR68913176,15774510,fee_waiver,0,2023-11-01
OFR55780171,15730830,card_upgrade,false,01 Sep 2024
OFR24000685,15675964,savings_bonus,N,02 Mar 2024
OFR35813976,15594594,savings_bonus,0,2024/03/02
OFR77068345,15576256,fee_waiver,0,2025-07-02
OFR50888616,15640635,card_upgrade,no,03/02/2024
OFR78559963,15585215,savings_bonus,0,02-04-2025
OFR61765280,15794396,loan_rate_cut,0,01 Sep 2025
OFR45054059,15773809,  fee_waiver  ,Yes,2025-10-01
OFR44438795,15672145,cashback,1,02 Jul 2024
OFR61171273,15648064,fee_waiver,No,2024/01/01
OFR50094800,15715527,card_upgrade,N,2025-04-02
OFR35405034,15755648,cashback,0,02-12-2023
OFR47596895,15598883,loan_rate_cut,N,04/02/2025
OFR82125048,15777076,cashback,true,11/01/2024
OFR77571904,15705521,savings_bonus,Yes,2025-08-02
OFR40111956,15601026,savings_bonus,yes,02 Apr 2024
OFR69464839,15785519,cashback,true,04/02/2025
OFR95356494,15583212,LOAN_RATE_CUT,0,02 Apr 2025
OFR14676567,15703793,loan_rate_cut,No,02-12-2023
OFR27308263,15599660,loan_rate_cut,Yes,07/02/2025
OFR18104307,15577657,card_upgrade,No,02-05-2024
OFR93603700,15754713,loan_rate_cut,no,2025-04-02
OFR20670445,15591509,fee_waiver,0,01 Oct 2025
OFR88083807,15646810,cashback,Y,02 Apr 2024
OFR77776963,15671137,fee_waiver,No,31-01-2025
OFR58242900,15726234,savings_bonus,N,12/01/2024
OFR15353802,15626144,fee_waiver,0,02-05-2025
OFR40178832,15741336,fee_waiver,1,12/01/2024
OFR66119172,15659843,savings_bonus,0,07/02/2025
OFR57220075,15737051,loan_rate_cut,No,2024/01/01
OFR48071478,15745844,cashback,0,02 Jun 2025
OFR17303859,15745088,card_upgrade,false,2025-10-01
OFR61097103,15600651,card_upgrade,false,2025/09/01
OFR34402409,15603203,  cashback  ,0,01-11-2024
OFR92209028,15788291,cashback,yes,01-01-2024
OFR58255205,15797736,cashback,N,2025-08-02
OFR56399900,15676966,savings_bonus,1,09/01/2024
OFR45471319,15613172,fee_waiver,No,01/01/2025
OFR77130074,15585888,card_upgrade,No,2024/12/01
OFR96785437,15608968,loan_rate_cut,false,2024-08-01
OFR23638594,15755196,savings_bonus,true,02/01/2024
OFR56344574,15799422,card_upgrade,0,2024-02-01
OFR15631400,15698839,fee_waiver,no,08/02/2025
OFR87231276,15759618,loan_rate_cut,no,01 Oct 2025
OFR57487271,15689614,cashback,true,2025/09/01
OFR25951194,15704769,cashback,yes,06/01/2024
OFR67206354,15669987,card_upgrade,No,01-12-2024
OFR90852988,15762418,savings_bonus,N,02-04-2024
OFR57808565,15804072,savings_bonus,Y,2024-10-01
OFR38587206,15719377,savings_bonus,N,01 Sep 2025
OFR90843693,15671256,cashback,1,2024-07-02
OFR37632132,15595440,cashback,N,02-08-2025
OFR88107887,15731815,loan_rate_cut,true,01 Nov 2023
OFR50048073,15650288,loan_rate_cut,Yes,2025-05-02
OFR72350156,15573318,loan_rate_cut,1,01-10-2025
OFR21008316,15708916,cashback,0,01-12-2024
OFR25677832,15786170,card_upgrade,0,03/02/2024
OFR93680733,15674551,loan_rate_cut,0,02 Jul 2024
OFR53202789,15781465,card_upgrade,No,01/01/2024
OFR57220075,15737051,loan_rate_cut,No,2024/01/01
OFR68882531,15605447,savings_bonus,Yes,2025/04/02
OFR48612350,15810834,cashback,No,01-12-2024
OFR95788496,15727829,,No,02-07-2025
OFR73862044,15812878,loan_rate_cut,false,2025-06-02
OFR92295001,15576269,savings_bonus,0,01-11-2023
OFR30578103,15786170,CARD_UPGRADE,0,02-05-2024
OFR10437160,15762729,savings_bonus,Yes,02-05-2024
OFR83382959,15646810,loan_rate_cut,true,02-05-2024
OFR62365467,15581197,card_upgrade,0,01 Oct 2025
OFR98888269,15797736,  cashback  ,0,2025-10-01
OFR49604509,15795149,FEE_WAIVER,false,02 Jul 2025
OFR45183382,15699461,savings_bonus,Y,01-06-2024
OFR55028404,15731815,fee_waiver,0,02 Apr 2024
OFR27552651,15640059,card_upgrade,0,10/01/2025
OFR77205927,15787071,SAVINGS_BONUS,0,2025-10-01
OFR44317941,15710424,card_upgrade,1,02-03-2024
OFR53765254,15684484,loan_rate_cut,no,2024-11-01
OFR42207497,15702014,cashback,Y,02-03-2025
OFR72378587,15708710,cashback,false,2025/06/02
OFR64905442,15797219,card_upgrade,No,04/02/2025
OFR14406733,15650237,savings_bonus,0,2025/05/02
OFR52106842,15665956,savings_bonus,true,02-06-2025
OFR13102389,15786905,fee_waiver,yes,2024/05/02
OFR22273284,15666252,cashback,N,01 Nov 2023
OFR91467347,15686164,loan_rate_cut,No,2025-03-02
OFR55407360,15641582,card_upgrade,1,2024/01/01
OFR22978934,15640059,CASHBACK,0,2025-04-02
OFR16393340,15578977,loan_rate_cut,0,2024/07/02
OFR57472792,15566091,loan_rate_cut,1,02-07-2025
OFR13912755,15638424,LOAN_RATE_CUT,0,06/02/2025
OFR92704606,15706021,cashback,0,02 Jul 2024
OFR95220305,15804586,loan_rate_cut,0,2024/07/02
OFR83788081,15797748,cashback,0,02-03-2024
OFR14490419,15686870,savings_bonus,Yes,2025/01/01
OFR72985018,15793726,fee_waiver,false,02 Jul 2024
OFR17844983,15814035,loan_rate_cut,true,2024/07/02
OFR69060667,15715527,CASHBACK,Y,10/01/2025
OFR70106423,15596175,cashback,no,02-07-2025
OFR73654046,15596939,CASHBACK,Yes,01-11-2023
OFR84629901,15659098,card_upgrade,No,01-08-2024
OFR13658084,15740476,fee_waiver,0,2025-01-31
OFR85649919,15600462,cashback,false,05/02/2025
OFR94234583,15663706,card_upgrade,1,02-07-2025
OFR44518878,15697441,loan_rate_cut,true,01 Feb 2024
OFR56967778,15797964,card_upgrade,0,2025-09-01
OFR62379920,15626900,fee_waiver,0,10/01/2024
OFR90607138,15689044,card_upgrade,No,01-06-2024
OFR45040060,15677610,fee_waiver,yes,05/02/2025
OFR38433614,15684171,cashback,0,04/02/2024
OFR41145743,15686302,cashback,no,01 Nov 2024
OFR15184094,15613880,loan_rate_cut,0,12/02/2023
OFR39427019,15677020,cashback,no,2025/05/02
OFR68430983,15803526,loan_rate_cut,0,02 Dec 2023
OFR70318292,15642004,card_upgrade,N,02-04-2024
OFR65118172,15595766,  cashback  ,N,2025-08-02
OFR57084511,15745324,fee_waiver,,31 Jan 2025
OFR28028436,15628936,savings_bonus,false,02-08-2025
OFR81867324,15684173,savings_bonus,0,01 Sep 2024
OFR57775721,15785819,loan_rate_cut,Yes,2023/12/02
OFR55569693,15768193,savings_bonus,no,01-06-2024
OFR36585171,15661249,card_upgrade,no,01-01-2024
OFR49839040,15775912,loan_rate_cut,no,02 Jul 2025
OFR10585992,15630053,savings_bonus,no,02 Jun 2025
OFR35492223,15658929,cashback,Y,01-09-2024
OFR25872001,15661629,FEE_WAIVER,N,11/01/2024
OFR72009576,15578980,loan_rate_cut,true,12/01/2024
OFR20430897,15593782,  fee_waiver  ,no,2024/01/01
OFR42994754,15712543,card_upgrade,,01-10-2024
OFR70955865,15811589,loan_rate_cut,,01 Oct 2025
OFR87095199,15772423,loan_rate_cut,N,01-12-2024
OFR51210762,15576368,savings_bonus,N,01/01/2025
OFR49633882,15685500,card_upgrade,N,01 Oct 2024
OFR85856538,15754713,card_upgrade,0,05/02/2024
OFR76638172,15730460,fee_waiver,0,02-08-2025
OFR70252675,15761043,savings_bonus,Y,2024-11-01
OFR14018417,15718369,CARD_UPGRADE,0,05/02/2025
OFR56705055,15611088,card_upgrade,0,2024-06-01
OFR88510718,15667896,loan_rate_cut,No,2024-04-02
OFR27517483,15574012,fee_waiver,false,2024/11/01
OFR51929149,15661526,cashback,No,01/31/2025
OFR51532198,15724563,loan_rate_cut,false,2024/07/02
OFR95378093,15590241,cashback,yes,01 Sep 2024
OFR64140260,15782210,fee_waiver,0,2024/11/01
OFR55413934,15572265,loan_rate_cut,No,2024-05-02
OFR42714591,15759537,savings_bonus,No,2025/05/02
OFR35351342,15647099,savings_bonus,yes,02 Mar 2025
OFR61052421,15569807,,Yes,01-01-2024
OFR78711922,15676715,loan_rate_cut,true,2023/11/01
OFR58504758,15619955,loan_rate_cut,0,2024/03/02
OFR10965488,15671137,card_upgrade,N,05/02/2025
OFR48077774,15790299,card_upgrade,no,2025/09/01
OFR96325347,15608114,card_upgrade,false,01-01-2024
OFR51466389,15628145,savings_bonus,N,2024/10/01
OFR73900083,15748625,fee_waiver,yes,02 May 2024
OFR56129761,15585362,fee_waiver,no,31-01-2025
